node	descendants	informative_sites
34591	Luxembourg/LNS2873238/2020|EPI_ISL_1384268|2020-12-17,Croatia/560/2021|EPI_ISL_1272053|2021-02-17	204,445,3871,4543,5629,6286,9526,11497,13993,15766,16889,17019,18877,20661,21255,22227,22992,25563,25710,26735,26801,26876,27942,28086,28932,28975,29399,29645
34662	Switzerland/BS-UHB-42637348/2021|EPI_ISL_1273599|2021-01-12,Spain/CT-IBV-98015580/2020|EPI_ISL_1008938|2020-12-28,Spain/MD-IBV-99012901/2021|EPI_ISL_814048|2021-01-02,Spain/CT-HUVH-76887/2021|EPI_ISL_1020589|2021-02-03,Spain/CT-HUGTiPM014TA3B2/2021|EPI_ISL_2035853|2021-04-06,Spain/CT-IrsiCaixaR004QZ1G10/2021|EPI_ISL_1046863|2021-02-02,Switzerland/BE-UHB-722693000/2021|EPI_ISL_1914636|2021-01-11,cov-100001616675|HG993916.1|21-02-13,Spain/CT-HUGTiPM002PW2C9/2021|EPI_ISL_1208610|2021-02-03,Switzerland/BS-UHB-42635688/2021|EPI_ISL_1388962|2021-01-11	106,204,1820,3456,3508,5833,6706,10078,11396,13671,21302,21304,21305,21614,21974,22522,27944
34670	France/un-HMN-21022050269/2021|EPI_ISL_1085659|2021-02-05,Spain/AR-IBV-98014190/2021|EPI_ISL_1007883|2021-01-15,Spain/AR-IBV-98017852/2021|EPI_ISL_1590013|2021-01-23,Spain/CL-COV00850/2021|EPI_ISL_1603305|2021-02-11,Spain/AR-IBV-98014204/2021|EPI_ISL_1007892|2021-01-11,Spain/AR-IBV-98021629/2021|EPI_ISL_2271255|2021-02-11,Spain/AR-IBV-98019579/2021|EPI_ISL_2271097|2021-01-27,Spain/AR-IBV-98014191/2021|EPI_ISL_1007884|2021-01-15,Spain/AR-IBV-98021657/2021|EPI_ISL_1785995|2021-02-10,Spain/AR-IBV-98017636/2021|EPI_ISL_1671550|2021-01-25	106,204,1820,3456,3508,5833,6706,10078,11396,13671,21302,21304,21305,21614,21974,22522,27944
35242	Lithuania/LSMULKKGMMK8C69/2021|EPI_ISL_1302579|2021-02-20,Lithuania/LSMULKKGMMK6C12/2021|EPI_ISL_1302591|2021-02-16,Lithuania/LSMULKKGMMK4C18/2021|EPI_ISL_1302568|2021-02-09	204,445,3871,5629,6286,9526,11497,13993,15766,16889,17019,18877,21255,21614,22227,22992,25563,25621,25626,25710,26735,26801,26876,27942,27944,28086,28932,28975,29399,29645
35480	Germany/TH-RKI-I-024749/2021|EPI_ISL_1154923|2021-02-04,Germany/SN-RKI-I-011437/2021|EPI_ISL_1141567|2021-01-19,Germany/TH-RKI-I-012245/2021|EPI_ISL_1142377|2021-01-21,Germany/SN-RKI-I-011105/2021|EPI_ISL_1141233|2021-01-21,Germany/TH-RKI-I-012372/2021|EPI_ISL_1142504|2021-01-19,Germany/TH-RKI-I-024751/2021|EPI_ISL_1154925|2021-02-04	204,445,6286,10864,14408,20995,21255,21291,21614,22227,23403,25621,26801,28932,29645
35493	Lithuania/S21C39/2021|EPI_ISL_1324592|2021-02-16,Lithuania/MR-LUHS-Eilnrj18/2020|EPI_ISL_770538|2020-11,Lithuania/MR-LUHS-Eilnrj5/2020|EPI_ISL_770544|2020-12,Lithuania/MR-LUHS-Eilnrj12/2020|EPI_ISL_770534|2020-11,Lithuania/MR-LUHS-Eilnrj22/2020|EPI_ISL_770541|2020-11,Lithuania/MR-LUHS-Eilnrj15/2020|EPI_ISL_770536|2020-11,Lithuania/MR-LUHS-Eilnrj21/2020|EPI_ISL_770540|2020-11,Lithuania/MR-LUHS-Eilnrj14/2020|EPI_ISL_770535|2020-11,Lithuania/LSMULGMMK2C1/2021|EPI_ISL_1262625|2021-01-24,Lithuania/MR-LUHS-Eilnrj20/2020|EPI_ISL_770539|2020-11	1505,20995,21291,21294,21295,21296,24095,25621,25839,26885
35507	Lithuania/LSMULKKGMMK4C74/2021|EPI_ISL_1302522|2021-02-10,Lithuania/S21C568/2021|EPI_ISL_1252839|2021-02-02,Lithuania/LSMULKKGMMK4C30/2021|EPI_ISL_1302495|2021-02-09	1505,20995,21291,21294,21295,21296,24095,25621,25839,26885
35563	Lithuania/LSMULKKGMMK4C51/2021|EPI_ISL_1302565|2021-02-09,Lithuania/ID3214/2020|EPI_ISL_934057|2020-12-09	204,445,900,913,3267,5388,5986,6286,6954,14220,14676,15279,16176,21255,21614,22227,23063,23271,23604,23638,23709,24506,24914,25621,26801,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
35592	Lithuania/S21B226/2021|EPI_ISL_1324396|2021-02-15,Lithuania/LTU000_13681_1663958/2021|EPI_ISL_1654717|2021-02-22,Lithuania/LTU000_160912_00070/2021|EPI_ISL_1659478|2021,Lithuania/1711525/2021|EPI_ISL_1363218|2021-03-04,Lithuania/LTU000_35086/2021|EPI_ISL_1655022|2021-02-19,Lithuania/ID6613/2021|EPI_ISL_934176|2021-01-03,Lithuania/LTU000_160630_04518/2021|EPI_ISL_1659475|2021,Lithuania/LTU000_38253/2021|EPI_ISL_1655974|2021-02-23,Lithuania/LSMULKKGMMK9C89/2021|EPI_ISL_1394835|2021-02-25,Lithuania/LTU000_13974_1646681/2021|EPI_ISL_1654781|2021-02-21	13659,14120,18326,20176,24334,25621,27382,27383,27384
35596	Lithuania/LTU000_18331_1695622/2021|EPI_ISL_1580094|2021-03-05,Lithuania/LTU000_35629/2021|EPI_ISL_1654919|2021-02-20	13659,14120,18326,20176,24334,25621,27382,27383,27384,10802,15960,16242,21614,25217
36059	Latvia/1506/2021|EPI_ISL_1613346|2021-03-15	106,920,1941,6978,10015,10078,11396,11782,11866,14676,21302,21304,21305,25621,26918,29384,29762
36060	Latvia/1797/2021|EPI_ISL_1613767|2021-03-24,Latvia/1801/2021|EPI_ISL_1613772|2021-03-23,Latvia/1782/2021|EPI_ISL_1613744|2021-03-23	106,920,1941,6978,10015,10078,11396,11782,11866,14676,21302,21304,21305,25621,26918,29384,29762
36611	England/MILK-ACC31C/2020|OB993082.1|2020-10-21,England/MILK-AC8E4C/2020|OB987111.1|2020-10-22	337,10537,10626,16373,21302,21304,21305,24334,28120
37194	England/ALDP-CBF471/2020|OD918406.1|2020-12-20,England/ALDP-B637A1/2020|OB998582.1|2020-11-09,England/ALDP-B82CCB/2020|OD900637.1|2020-11-14,England/ALDP-B82D31/2020|OD900643.1|2020-11-14	337,10537,10626,17733,20480,21302,21304,21305,28120
37197	Japan/IC-0643/2020|EPI_ISL_803944|2020-12,England/PHEC-3078D1/2021|21-04-16	1505,20995,21291,21294,21295,21296,24095,25621,25839,26885
37198	Turkey/HSGM-6229/2021|EPI_ISL_1229487|2021-02-25,Turkey/HSGM-6146/2021|EPI_ISL_1229447|2021-02-25	1505,20995,21291,21294,21295,21296,24095,25621,25839,26885
37744	Scotland/CVR4658/2020|20-09-24,Scotland/QEUH-9DAB6F/2020|OA999093.1|2020-09-22,Scotland/QEUH-9CF505/2020|OA999841.1|2020-09-17,Scotland/QEUH-9DAB14/2020|OA999103.1|2020-09-22	106,204,1820,3456,3508,5833,6706,10078,11396,13671,21302,21304,21305,21614,21974,22522,27944,920,1941,6978,10015,11782,11866,14676,25621,26918,29384,29762
37745	England/QEUH-9F30E9/2020|OA992898.1|2020-09-24,England/QEUH-9F5928/2020|OA992807.1|2020-09-25	106,204,1820,3456,3508,5833,6706,10078,11396,13671,21302,21304,21305,21614,21974,22522,27944,920,1941,6978,10015,11782,11866,14676,25621,26918,29384,29762
37751	England/LIVE-DC2EE5/2020|20-11-25	204,337,10537,10626,17733,21302,21304,21305,24334,27944,28120,28881,28882,28883,28932,29195,29645,16373,20480,1148,3045,8653,9037,11533,26424,26885,27463
37752	England/LIVE-DCA68B/2020|20-12-07,England/LIVE-DBADA7/2020|20-11-13,England/QEUH-BCB59E/2020|OD904019.1|2020-11-27,England/LIVE-DBAEA4/2020|20-11-14,England/LIVE-DC1AB5/2020|20-11-20	204,337,10537,10626,17733,21302,21304,21305,24334,27944,28120,28881,28882,28883,28932,29195,29645,16373,20480,1148,3045,8653,9037,11533,26424,26885,27463
37759	Poland/NIPH-NIH_ECDC-382/2021|EPI_ISL_1201732|2021-02-09,Spain/MD-IBV-99013309/2020|EPI_ISL_831191|2020-10-03	3227,4543,6807,7926,9745,14599,21302,21304,21305,25919
37839	Scotland/QEUH-A37ABD/2020|20-10-05,Scotland/EDB9849/2020|20-11-01,Scotland/QEUH-A9E586/2020|20-10-20,England/BHRT-24B6D53/2021|21-01-08,England/BHRT-24B6CED/2021|21-01-08,Scotland/QEUH-E4CFB2/2021|OD935551.1|2021-01-04,Scotland/QEUH-106731A/2021|OD947668.1|2021-01-16,Scotland/QEUH-A35DC5/2020|EPI_ISL_706894|2020-10-02,England/CAMC-BBDD3D/2020|20-11-21,Scotland/CVR5704/2020|20-11-06	204,445,913,4136,6286,6310,11396,21255,21614,22227,23063,23271,23604,23709,24506,24914,26645,26801,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
37951	Wales/PHWC-4B134D/2020|20-12-27,Wales/PHWC-4AED90/2020|20-12-27,Wales/PHWC-4B135C/2020|20-12-27,Wales/PHWC-16BA7D/2020|20-09-18,Wales/PHWC-16B4CA/2020|20-09-15,Wales/PHWC-4B57D4/2021|21-01-01,Wales/PHWC-4ACBB6/2020|20-12-21,Wales/ALDP-CBEC7A/2020|OD936263.1|2020-12-19,Wales/PHWC-4A8349/2020|20-12-20,Wales/MILK-9C3C48/2020|OA982426.1|2020-09-09	5471,7162,9745,11396,12081,21614,23644,25720,25878,25879,25881,28001,28245,28251,28254
38112	Wales/PHWC-488743/2020|20-11-02,Wales/PHWC-489EA7/2020|20-11-03	5471,7162,9745,11396,12081,21614,23644,25720,25878,25879,25881,28001,28245,28251,28254
38287	Wales/PHWC-16EBD1/2020|20-09-28,England/MILK-A0654D/2020|OA997855.1|2020-10-01,England/QEUH-9C936B/2020|OA982874.1|2020-09-09,Wales/PHWC-16E315/2020|20-10-03,England/MILK-AB77EB/2020|20-10-21,Wales/QEUH-9F9CFE/2020|EPI_ISL_595758|2020-09-26,England/MILK-9E1D50/2020|OA990596.1|2020-09-20,Wales/CVR4748/2020|20-09-20,England/MILK-9E08D8/2020|OA999056.1|2020-09-21,Wales/MILK-A23F1F/2020|20-10-04	204,345,1513,11396,15573,15763,18570,20235,21614,22205,22346,22377,27382,27383,27384,27881,27944,28378,29757
38350	England/ALDP-B1A3E1/2020|OB993941.1|2020-11-01	204,345,1513,11396,15573,15763,18570,20235,21614,22205,22346,22377,27382,27383,27384,27881,27944,28378,29757
38759	Germany/HB-RKI-I-055135/2021|EPI_ISL_1438716|2021-03-09	204,445,913,1304,3267,5388,5986,6286,6954,7195,12880,14676,15279,16176,19872,19956,21255,21614,21714,21855,22227,23063,23071,23271,23604,23709,24368,24506,24914,25855,26801,27944,27972,28048,28054,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29772,29775,29776,29780
38761	Germany/NI-RKI-I-100654/2021|EPI_ISL_1846342|2021-04-08,Germany/SN-RKI-I-068120/2021|EPI_ISL_1572549|2021-03-15	204,445,913,1304,3267,5388,5986,6286,6954,7195,12880,14676,15279,16176,19872,19956,21255,21614,21714,21855,22227,23063,23071,23271,23604,23709,24368,24506,24914,25855,26801,27944,27972,28048,28054,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29772,29775,29776,29780
39050	Wales/PHWC-4875D1/2020|20-10-28,England/QEUH-A497EE/2020|20-10-05,Wales/PHWC-48F8B2/2020|20-11-10,Wales/QEUH-9F49FC/2020|OA992724.1|2020-09-24,England/CAMB-1B8DB4/2020|20-11-02,Wales/PHWC-16A13D/2020|20-09-06,England/MILK-AB93A9/2020|20-10-22,Wales/MILK-9E093F/2020|OA999060.1|2020-09-20,England/MILK-B565C5/2020|OB999219.1|2020-11-05,Wales/PHWC-16A73B/2020|20-09-09	204,313,445,2368,6286,6433,7639,9286,9867,15480,15597,18167,18897,21255,21518,21614,21724,22227,26491,26492,26497,26606,26801,27944,28881,28882,28883,28932,28975,29021,29645
39715	Wales/PHWC-4ADD91/2020|20-12-29,England/MILK-B5A7CB/2020|OC996112.1|2020-11-06	204,313,445,2368,6286,6433,7639,9286,9867,15480,15597,18167,18897,21255,21518,21614,21724,22227,26491,26492,26497,26606,26801,27944,28881,28882,28883,28932,28975,29021,29645
40685	Turkey/HSGM-12475/2021|EPI_ISL_1922059|2021-03-12,Turkey/HSGM-12491/2021|EPI_ISL_1922060|2021-03-12	204,445,1059,1180,3486,6040,6286,6498,10029,11514,21255,21614,22227,23042,23604,23709,25563,26767,27870,27944,28887,28932,29645
40715	Sweden/SE00179470/2021|EPI_ISL_1191593|2021-01-22	204,445,913,1531,3267,5388,5986,6040,6286,6449,6954,7267,10627,11288,11291,11296,12970,14676,15279,16176,16939,20262,20379,21255,21614,21727,21766,21768,21770,22227,23063,23271,23604,23709,24506,24914,25049,26488,26491,26492,26497,26801,27870,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
40727	Sweden/SE00215859/2021|EPI_ISL_1199893|2021-02-03,Sweden/SE00213520/2021|EPI_ISL_1199894|2021-02-03,Sweden/SE00235699/2021|EPI_ISL_1197428|2021-02-09,Sweden/SE00192613/2021|EPI_ISL_1198998|2021-01-27,Sweden/SE00189008/2021|EPI_ISL_1198997|2021-01-26	204,445,913,1531,3267,5388,5986,6040,6286,6449,6954,7267,10627,11288,11291,11296,12970,14676,15279,16176,16939,20262,20379,21255,21614,21727,21766,21768,21770,22227,23063,23271,23604,23709,24506,24914,25049,26488,26491,26492,26497,26801,27870,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
40888	Germany/NW-RKI-I-015273/2021|EPI_ISL_1145430|2021-02-03,Germany/HH-RKI-I-024199/2021|EPI_ISL_1154371|2021-02-14,Germany/HH-RKI-I-030234/2021|EPI_ISL_1213619|2021-02-23	204,445,1059,1180,3486,6040,6286,6498,10029,11514,21255,21614,22227,23042,23604,23709,25563,26767,27870,27944,28887,28932,29645
41067	Germany/SN-RKI-I-020402/2021|EPI_ISL_1150565|2021-02-02,Germany/SN-RKI-I-038699/2021|EPI_ISL_1285060|2021-03-08,Germany/SN-RKI-I-019034/2021|EPI_ISL_1149196|2021-02-02	204,445,913,1102,2447,3267,3737,5388,5779,5986,6040,6286,6954,11291,11296,11941,14676,15096,15279,15588,16176,19961,21255,21614,22227,22264,23063,23271,23604,23709,24506,24914,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29770,29771,29775,29776
41068	Germany/SN-RKI-I-033083/2021|EPI_ISL_1217324|2021-02-25,Germany/SN-RKI-I-033010/2021|EPI_ISL_1217251|2021-02-22,Germany/SN-RKI-I-038669/2021|EPI_ISL_1285030|2021-02-25	204,445,913,1102,2447,3267,3737,5388,5779,5986,6040,6286,6954,11291,11296,11941,14676,15096,15279,15588,16176,19961,21255,21614,22227,22264,23063,23271,23604,23709,24506,24914,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29770,29771,29775,29776
41204	Germany/SN-RKI-I-013444/2021|EPI_ISL_1143579|2021-01-20,Germany/SN-RKI-I-010482/2021|EPI_ISL_1140609|2021-01-11,Germany/SN-RKI-I-016492/2021|EPI_ISL_1146654|2021-01-28,Germany/SN-RKI-I-047006/2021|EPI_ISL_1354430|2021-03-15,Germany/SN-RKI-I-069133/2021|EPI_ISL_1573293|2021-04-06,Germany/SN-RKI-I-010708/2021|EPI_ISL_1140835|2021-01-13,Germany/SN-RKI-I-013260/2021|EPI_ISL_1143395|2021-02-01,Germany/SN-RKI-I-013255/2021|EPI_ISL_1143390|2021-02-01	204,445,913,3177,3267,5388,5986,6040,6286,6954,9300,9712,11296,13860,14183,14676,15279,16176,21255,21614,21767,22227,23063,23271,23604,23709,24506,24770,24914,26801,27870,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29775,29776
41216	Germany/SN-RKI-I-031715/2021|EPI_ISL_1215789|2021-02-25,Germany/SN-RKI-I-031714/2021|EPI_ISL_1215788|2021-02-25,Germany/SN-RKI-I-031711/2021|EPI_ISL_1215785|2021-02-25,Germany/SN-RKI-I-031709/2021|EPI_ISL_1215783|2021-02-25,Germany/SN-RKI-I-032132/2021|EPI_ISL_1216266|2021-02-23	204,445,913,3267,4276,5388,5779,5986,6040,6286,6954,9712,11291,11296,13860,14676,15096,15279,15588,16176,19961,20428,21255,21614,22227,23063,23271,23604,23709,24506,24770,24914,25916,25983,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29770,29771,29773
41218	Germany/SN-RKI-I-045771/2021|EPI_ISL_1353195|2021-03-11,Germany/SN-RKI-I-038601/2021|EPI_ISL_1284962|2021-03-01	204,445,913,3267,4276,5388,5779,5986,6040,6286,6954,9712,11291,11296,13860,14676,15096,15279,15588,16176,19961,20428,21255,21614,22227,23063,23271,23604,23709,24506,24770,24914,25916,25983,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29770,29771,29773
41228	Germany/SN-RKI-I-059260/2021|EPI_ISL_1563910|2021-03-25,Germany/SN-RKI-I-062960/2021|EPI_ISL_1568180|2021-03-22	204,445,913,3177,3267,5388,5986,6040,6286,6954,9300,9712,11296,13860,14183,14676,15279,16176,21255,21614,21767,22227,23063,23271,23604,23709,24506,24770,24914,26801,27870,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645,29769,29775,29776
41230	Germany/SN-RKI-I-026136/2021|EPI_ISL_1156321|2021-02-18,Germany/SN-RKI-I-031701/2021|EPI_ISL_1215775|2021-02-25,Germany/SN-RKI-I-026158/2021|EPI_ISL_1156343|2021-02-17,Germany/SN-RKI-I-026047/2021|EPI_ISL_1156231|2021-02-18,Germany/SN-RKI-I-026173/2021|EPI_ISL_1156358|2021-02-09	204,445,913,2842,3267,5388,5944,5986,6040,6286,6954,9712,11296,13019,14292,14676,15096,15279,16176,18568,21255,21614,22227,22244,23063,23271,23604,23709,24506,24770,24914,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28884,28932,28977,29144,29645,29751,29787,29789,29790,29791,29793,29794
41231	Germany/SN-RKI-I-057288/2021|EPI_ISL_1440992|2021-03-15,Germany/SN-RKI-I-045734/2021|EPI_ISL_1353158|2021-03-11,Germany/SN-RKI-I-055022/2021|EPI_ISL_1438603|2021-03-18	204,445,913,2842,3267,5388,5944,5986,6040,6286,6954,9712,11296,13019,14292,14676,15096,15279,16176,18568,21255,21614,22227,22244,23063,23271,23604,23709,24506,24770,24914,26801,27870,27944,27972,28048,28095,28111,28280,28281,28282,28881,28882,28883,28884,28932,28977,29144,29645,29751,29787,29789,29790,29791,29793,29794
41268	Bulgaria/21BG-EU_470_Pl5/2021|EPI_ISL_1302094|2020-12-30,Bulgaria/21BG-EU_430_Pl5/2021|EPI_ISL_1302093|2021-02-11,Bulgaria/21BG_COV_EU_000060_Pl1/2021|EPI_ISL_1233500|2021-01-27	204,428,6040,12119,15543,19723,21137,21222,21614,25889,26801,27870,28278,29742,29744,29746,29748
41269	Germany/NW-RKI-I-017854/2021|EPI_ISL_1148016|2021-02-09	204,428,6040,12119,15543,19723,21137,21222,21614,25889,26801,27870,28278,29742,29744,29746,29748
41520	Germany/ST-MD450/2021|EPI_ISL_960910|2021-01-26,Germany/ST-RKI-I-012402/2021|EPI_ISL_1142534|2021-01-27,Germany/ST-MD654/2021|EPI_ISL_1034831|2021-02-08	186,204,445,1513,4540,5622,6040,11747,12357,14592,16795,18994,21614,22346,22377,26152,26801,27870,27944
42022	England/ALDP-B26151/2020|OB994606.1|2020-11-04,England/ALDP-B63501/2020|OB997804.1|2020-11-08	337,10537,10626,17733,21302,21304,21305
42626	England/ALDP-F75465/2021|OD944631.1|2021-01-03,England/ALDP-FAF81B/2021|OD944227.1|2021-01-10	2156,3592,12025,13517,20047,21614,24334,25886,27769,29218
42976	Germany/NW-RKI-I-010232/2020|EPI_ISL_1140357|2020-11-11,Germany/NW-HHU-419/2020|EPI_ISL_718093|2020-11-11	204,2896,3994,4582,4891,5147,5703,5704,5705,7528,15534,21222,21614,23029,24332,24334,25855,27707,27769,28855,29742
42991	England/PHEC-14FB03/2020|20-12-14,England/LIVE-E10A3E/2021|21-04-28,England/LIVE-DCB2B3/2020|20-11-24,England/ALDP-CBF444/2020|OD918403.1|2020-12-20	204,2875,9203,15240,20520,21614,24106,24334,26924,27513,27769,27944,28310,28657
43018	Scotland/CVR5563/2020|20-10-27,Scotland/QEUH-AAF133/2020|20-10-22,Scotland/QEUH-AAF133/2020|EPI_ISL_653014|2020-10-22	2156,3592,12025,13517,20047,21614,24334,25886,27769,29218
43086	England/QEUH-B120D3/2020|OB991517.1|2020-11-02,England/ALDP-B62881/2020|OB998129.1|2020-11-09,England/ALDP-B736FC/2020|OC998807.1|2020-11-12,England/ALDP-B74998/2020|OC998256.1|2020-11-12,England/ALDP-BC9C6E/2020|OD949492.1|2020-11-22,England/ALDP-BCAA72/2020|OD903552.1|2020-11-23,England/ALDP-BBB2C7/2020|OD902378.1|2020-11-21	204,445,593,1059,2395,2597,5703,5704,5705,6286,8947,12100,12878,17014,21255,21600,21614,22018,22227,22917,23155,24332,24334,24349,25563,26681,26801,27769,27890,27944,28191,28272,28887,28932,28975,29362,29645
43087	England/ALDP-D40869/2020|OD923426.1|2020-12-27,England/QEUH-C33949/2020|OD911062.1|2020-12-11,England/ALDP-D40887/2020|OD923415.1|2020-12-27,England/ALDP-D40896/2020|OD923167.1|2020-12-27	204,445,593,1059,2395,2597,5703,5704,5705,6286,8947,12100,12878,17014,21255,21600,21614,22018,22227,22917,23155,24332,24334,24349,25563,26681,26801,27769,27890,27944,28191,28272,28887,28932,28975,29362,29645,2896,3994,4582,4891,5147,7528,15534,21222,23029,25855,27707,28855,29742
43342	England/ALDP-B1C7B6/2020|20-11-01,England/PHEC-14DC4E/2020|20-11-06	445,583,832,3004,4002,4890,6286,8353,9289,10097,13536,21255,21614,22227,22326,23731,24334,24781,26801,27513,27944,28881,28882,28883,28932,29645,29734
43618	Scotland/QEUH-A9C870/2020|20-10-20,England/ALDP-CB6762/2020|OD914118.1|2020-12-17,England/SHEF-D1DF2/2020|20-10-30,England/QEUH-9FF618/2020|OA998321.1|2020-09-30,England/QEUH-9E4D99/2020|OA985248.1|2020-09-22,England/MILK-A44DB4/2020|OA996481.1|2020-10-06,England/SHEF-C4E3B/2020|20-10-28,England/SHEF-CF4B6/2020|20-10-30,England/SHEF-C5B06/2020|20-10-05	13659,14120,18326,20176,24334,25621,27382,27383,27384,10802,15960,16242,21614,25217
43660	Wales/PHWC-16E3D9/2020|20-09-30,Wales/PHWC-16E351/2020|20-10-04	9133,10287,11866,11878,26424,27146,29762
44164	Wales/PHWC-4AD5E4/2020|20-12-23,Wales/PHWC-4ABEFA/2020|20-12-20,Wales/PHWC-4AD5F3/2020|20-12-23	337,1148,3045,8653,9037,10537,10626,11533,21302,21304,21305,26424,26885,27463,28120
44544	England/ALDP-C39E80/2020|OD909142.1|2020-12-09,Wales/PHWC-49F6E2/2020|20-12-08,England/ALDP-C481D0/2020|OD906303.1|2020-12-12,Wales/PHWC-490010/2020|20-11-15,Wales/PHWC-49E0E5/2020|20-12-07,Wales/PHWC-490FC8/2020|20-11-16,Wales/PHWC-49002F/2020|20-11-15,England/ALDP-C39E9F/2020|OD909131.1|2020-12-09,England/ALDP-C3C685/2020|OD910235.1|2020-12-10,Wales/PHWC-4A7CA9/2020|20-12-16	9133,10287,11866,11878,26424,27146,29762
44547	Wales/PHWC-490FD7/2020|20-11-16,Wales/PHWC-490FE6/2020|20-11-16	9133,10287,11866,11878,26424,27146,29762
44731	England/SHEF-D0AFC/2020|20-11-25,England/SHEF-10D6686/2020|20-12-12,England/SHEF-10D4B3E/2020|20-12-07,England/SHEF-10CEA1C/2020|20-12-01,England/SHEF-10D27C3/2020|20-12-09,England/SHEF-10D1D59/2020|20-12-17,England/QEUH-C1833D/2020|OD925367.1|2020-12-07,England/SHEF-10D6DFA/2021|21-01-19,England/SHEF-10D5ECB/2020|20-12-08,England/ALDP-10144FB/2021|OD950392.1|2021-01-13	204,1514,9857,17679,21614,24334,25904,27944,28310,28795
45552	England/ALDP-9CC0AD/2020|OA984485.1|2020-09-17,England/ALDP-9FDBC0/2020|OA992396.1|2020-10-01,England/QEUH-9E4C32/2020|OA984826.1|2020-09-22,England/QEUH-9F71B5/2020|20-09-25,Wales/QEUH-9C9B90/2020|OA983248.1|2020-09-10,Wales/ALDP-9CB2F3/2020|OA984152.1|2020-09-16,England/QEUH-9F862E/2020|OA993287.1|2020-09-25,England/QEUH-A78537/2020|20-10-12,Scotland/CVR4652/2020|20-09-27,Wales/ALDP-9E6B51/2020|OA989918.1|2020-09-24	204,222,20661,21468,21614,23996,24334,27881,27882,27883,27944,29366,29370,29386
45553	England/ALDP-A2F423/2020|20-10-06,England/LIVE-1DE143/2020|20-10-11	204,222,20661,21468,21614,23996,24334,27881,27882,27883,27944,29366,29370,29386
45828	England/QEUH-1229145/2021|21-02-06,England/QEUH-121CC26/2021|21-02-06	445,583,832,3004,4002,4890,6286,8353,9289,10097,13536,21255,21614,22227,22326,23731,24334,24781,26801,27513,27944,28881,28882,28883,28932,29645,29734
46024	Germany/BW-RKI-I-049156/2021|EPI_ISL_1356582|2021-03-01,Germany/BW-RKI-I-049160/2021|EPI_ISL_1356586|2021-03-03	445,6286,8140,21614,22227,23403,26801,28932,29645
46090	Germany/BW-Cento-39486153/2020|EPI_ISL_815317|2020-08-14,Germany/HE-Cento-37604318/2020|EPI_ISL_815328|2020-08-14,Germany/HE-Cento-37834290/2020|EPI_ISL_815291|2020-08-14	445,6286,8140,21614,22227,23403,26801,28932,29645
46123	Denmark/DCGC-3526/2020|EPI_ISL_616317|2020-08-31,Denmark/DCGC-3942/2020|EPI_ISL_615853|2020-09-14,Denmark/DCGC-3316/2020|EPI_ISL_616070|2020-08-31,Denmark/DCGC-3401/2020|EPI_ISL_616160|2020-08-31,Denmark/DCGC-4623/2020|EPI_ISL_621292|2020-09-21,Denmark/DCGC-3340/2020|EPI_ISL_616094|2020-08-31,Denmark/DCGC-3023/2020|EPI_ISL_616801|2020-08-24,Denmark/DCGC-5038/2020|EPI_ISL_621812|2020-09-21,Denmark/DCGC-3187/2020|EPI_ISL_616009|2020-08-31,Denmark/DCGC-5333/2020|EPI_ISL_615264|2020-09-14	27052,27077,27079,27157,27158,27174,27176,27182,27183,27188,27189,27190,27196,27201,27204,27208,27209,27213,27215,27219,27223,27224,27225,27233,27235,27240,27241,27243,27246,27254,27255,27257,27259,27260,27261,27263,27268,27271,27277,27286,27294,27295,27297,27298,27306,27307,27310,27318,27323,27335,27339,27342,27346,27374,28011,204,445,913,3267,4963,5388,5986,6286,6954,8047,11296,14676,15279,16075,16176,16242,17615,21255,22227,23063,23271,23604,23709,24433,24506,24914,25437,26801,27020,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
